Name,Email Address,Username,Date of Birth,Gender,Location,Membership Start Date,Membership End Date,Subscription Plan,Payment Information,Renewal Status,Usage Frequency,Purchase History,Favorite Genres,Devices Used,Engagement Metrics,Feedback/Ratings,Customer Support Interactions
Ralph Norris,cgordon@example.com,cgordon,1991-01-14,Male,El Paso,2024-02-10,2025-02-09,Monthly,Amex,Manual,Regular,Books,Sci-Fi,Smartphone,Medium,3.0,4
Mr. John Jimenez,rodney08@example.net,rodney08,1958-08-10,Female,Jacksonville,2024-01-30,2025-01-29,Monthly,Mastercard,Manual,Regular,Books,Romance,Tablet,Low,4.6,8
Sydney Williamson,ycollins@example.org,ycollins,1971-02-09,Male,Houston,2024-01-24,2025-01-23,Monthly,Mastercard,Manual,Regular,Electronics,Comedy,Smartphone,High,4.3,5
Martin Berg,lroberts@example.com,lroberts,1945-06-29,Male,Phoenix,2024-03-26,2025-03-26,Annual,Visa,Auto-renew,Regular,Books,Documentary,Smart TV,Low,3.4,9
David Lam,sanderssusan@example.com,sanderssusan,1955-02-06,Male,San Diego,2024-02-03,2025-02-02,Monthly,Visa,Manual,Occasional,Clothing,Romance,Tablet,Medium,4.7,10
Tammie Gonzalez,tylerlong@example.org,tylerlong,1990-01-04,Female,Los Angeles,2024-02-26,2025-02-25,Annual,Visa,Auto-renew,Regular,Clothing,Drama,Smartphone,Low,4.7,3
Rhonda Fitzpatrick,cody41@example.com,cody41,1951-01-20,Male,Los Angeles,2024-02-27,2025-02-26,Annual,Visa,Manual,Frequent,Books,Horror,Tablet,Low,3.5,7
Andrew Kim,jmyers@example.net,jmyers,1989-12-27,Female,New York,2024-01-26,2025-01-25,Annual,Amex,Auto-renew,Regular,Electronics,Horror,Smartphone,High,3.9,6
Amy Simmons,brandonmendez@example.org,brandonmendez,1994-12-31,Female,San Jose,2024-04-05,2025-04-05,Monthly,Amex,Manual,Frequent,Electronics,Horror,Smart TV,Medium,3.1,0
Benjamin Stafford,igray@example.net,igray,1958-02-13,Male,Phoenix,2024-01-07,2025-01-06,Monthly,Visa,Manual,Occasional,Electronics,Romance,Tablet,Low,4.9,7
Christopher Conway,millermichelle@example.com,millermichelle,1948-12-26,Male,Chicago,2024-04-02,2025-04-02,Annual,Mastercard,Manual,Frequent,Books,Action,Smart TV,Low,4.0,9
Paul Castillo,harrissean@example.com,harrissean,1984-09-13,Male,Washington,2024-01-27,2025-01-26,Monthly,Mastercard,Manual,Occasional,Clothing,Action,Tablet,Low,3.2,4
Carrie Aguilar,cbrown@example.org,cbrown,2002-04-11,Male,New York,2024-03-22,2025-03-22,Monthly,Amex,Auto-renew,Occasional,Books,Romance,Tablet,High,3.4,1
Jason Rivera,christopherrussell@example.net,christopherrussell,1972-09-09,Male,Philadelphia,2024-01-30,2025-01-29,Annual,Amex,Manual,Frequent,Electronics,Sci-Fi,Tablet,High,3.8,3
Allison Shaw,jacob94@example.org,jacob94,1969-08-20,Male,Houston,2024-04-06,2025-04-06,Monthly,Amex,Auto-renew,Regular,Clothing,Comedy,Smart TV,High,4.8,0
Theresa Parks,anthony71@example.net,anthony71,1981-09-17,Female,New York,2024-02-24,2025-02-23,Annual,Amex,Auto-renew,Frequent,Books,Documentary,Smartphone,Low,4.0,6
Bailey Williams,brendanmedina@example.org,brendanmedina,1984-10-19,Male,Boston,2024-04-01,2025-04-01,Annual,Mastercard,Auto-renew,Regular,Clothing,Action,Smartphone,Low,4.9,6
David Craig,wross@example.org,wross,1992-08-10,Female,Seattle,2024-03-31,2025-03-31,Annual,Mastercard,Auto-renew,Occasional,Electronics,Horror,Smartphone,Medium,3.9,4
Alicia Fitzgerald MD,joseph33@example.com,joseph33,1960-11-19,Male,Chicago,2024-02-27,2025-02-26,Annual,Visa,Auto-renew,Frequent,Books,Action,Smartphone,Low,3.1,4
Rhonda Brown,stonejoseph@example.com,stonejoseph,1996-09-23,Female,San Francisco,2024-02-10,2025-02-09,Annual,Mastercard,Auto-renew,Frequent,Electronics,Action,Smartphone,High,4.2,4
Taylor Schultz,timothy19@example.com,timothy19,2003-06-18,Male,San Diego,2024-04-10,2025-04-10,Annual,Mastercard,Auto-renew,Regular,Electronics,Sci-Fi,Smartphone,Medium,3.6,4
Angel Sanders,ericksonjohn@example.net,ericksonjohn,1981-11-08,Male,San Francisco,2024-03-22,2025-03-22,Monthly,Mastercard,Auto-renew,Frequent,Electronics,Horror,Smartphone,High,3.2,9
John Kirk,willie78@example.org,willie78,1965-05-22,Male,San Antonio,2024-02-20,2025-02-19,Annual,Visa,Manual,Occasional,Electronics,Action,Tablet,High,3.3,10
Jeffrey Ramirez,vjohnson@example.com,vjohnson,1997-11-28,Female,Detroit,2024-01-28,2025-01-27,Annual,Visa,Manual,Regular,Clothing,Documentary,Tablet,High,4.6,9
Brittney Patton,jramsey@example.net,jramsey,1935-01-17,Male,Boston,2024-03-20,2025-03-20,Annual,Mastercard,Auto-renew,Regular,Electronics,Horror,Tablet,High,4.6,2
Michael Garza,omar29@example.net,omar29,1991-01-07,Male,Houston,2024-03-22,2025-03-22,Annual,Mastercard,Manual,Occasional,Electronics,Romance,Tablet,Medium,4.3,3
James Perez,sharon18@example.com,sharon18,1946-03-30,Male,San Francisco,2024-01-05,2025-01-04,Monthly,Mastercard,Manual,Frequent,Books,Horror,Tablet,Low,4.1,3
James Bryant,sean85@example.net,sean85,1999-12-03,Female,New York,2024-01-30,2025-01-29,Monthly,Amex,Manual,Regular,Electronics,Horror,Smartphone,High,4.9,6
Linda Hayes,chasejohnson@example.com,chasejohnson,1952-01-20,Female,Chicago,2024-03-07,2025-03-07,Monthly,Mastercard,Manual,Regular,Clothing,Romance,Smartphone,Medium,3.9,1
Daniel Morgan,mark80@example.org,mark80,2002-07-21,Male,Oklahoma City,2024-02-20,2025-02-19,Annual,Amex,Auto-renew,Occasional,Books,Documentary,Smartphone,High,3.4,1
Richard Monroe,joanna12@example.net,joanna12,1985-12-03,Male,Charlotte,2024-01-26,2025-01-25,Annual,Amex,Manual,Regular,Books,Action,Smartphone,Medium,3.7,3
Tiffany Norton,lgilmore@example.org,lgilmore,1935-10-19,Male,Nashville,2024-03-15,2025-03-15,Annual,Visa,Auto-renew,Occasional,Books,Action,Smartphone,High,4.1,10
Timothy Pierce,austin16@example.net,austin16,1977-06-07,Male,Los Angeles,2024-01-08,2025-01-07,Monthly,Mastercard,Manual,Occasional,Electronics,Horror,Smartphone,Low,4.7,10
Jennifer Potts,christopher07@example.net,christopher07,1937-08-27,Male,Boston,2024-03-12,2025-03-12,Monthly,Amex,Manual,Occasional,Electronics,Romance,Smart TV,Low,4.2,6
Jeffrey Erickson,russellmacias@example.net,russellmacias,1995-04-02,Male,San Diego,2024-03-19,2025-03-19,Annual,Visa,Auto-renew,Occasional,Books,Comedy,Tablet,Low,3.6,0
Heather Williams,ramirezanna@example.com,ramirezanna,1979-02-20,Male,Houston,2024-01-12,2025-01-11,Monthly,Mastercard,Auto-renew,Frequent,Electronics,Documentary,Tablet,Medium,3.8,1
Susan Wheeler,ayalamario@example.com,ayalamario,1993-03-21,Female,Chicago,2024-03-15,2025-03-15,Monthly,Mastercard,Auto-renew,Regular,Clothing,Horror,Smartphone,Medium,4.7,0
Sarah Becker,paulaorr@example.net,paulaorr,1976-01-13,Female,New York,2024-02-20,2025-02-19,Annual,Amex,Auto-renew,Frequent,Books,Horror,Smartphone,Low,3.7,4
James Hernandez,cyoung@example.net,cyoung,1949-03-02,Male,San Francisco,2024-01-18,2025-01-17,Monthly,Amex,Auto-renew,Occasional,Clothing,Comedy,Tablet,Low,4.1,5
Alejandro Schneider,icuevas@example.org,icuevas,1999-01-24,Male,Phoenix,2024-03-01,2025-03-01,Annual,Mastercard,Manual,Regular,Electronics,Comedy,Smart TV,Medium,3.5,6
Valerie Wagner,nancykrueger@example.net,nancykrueger,1944-04-21,Male,Austin,2024-03-29,2025-03-29,Monthly,Mastercard,Manual,Frequent,Electronics,Action,Smart TV,Medium,3.8,6
Frank Lee,patricklopez@example.com,patricklopez,1980-12-06,Male,Washington,2024-01-27,2025-01-26,Monthly,Mastercard,Manual,Occasional,Books,Documentary,Smartphone,Medium,3.4,1
Rodney Brown,karen64@example.org,karen64,1943-03-06,Female,Los Angeles,2024-03-12,2025-03-12,Annual,Visa,Auto-renew,Regular,Books,Drama,Smart TV,Medium,4.4,1
Melissa Lopez,taradrake@example.org,taradrake,1951-12-03,Female,Houston,2024-03-14,2025-03-14,Monthly,Mastercard,Manual,Occasional,Electronics,Romance,Smart TV,High,3.1,8
Amber Harris,smithallison@example.org,smithallison,1976-03-15,Male,Columbus,2024-03-17,2025-03-17,Monthly,Mastercard,Manual,Regular,Books,Sci-Fi,Tablet,Medium,3.5,8
Anthony Hester,timothyhobbs@example.org,timothyhobbs,1986-05-12,Male,San Diego,2024-03-21,2025-03-21,Monthly,Mastercard,Manual,Occasional,Books,Horror,Smartphone,Medium,3.8,5
Juan Smith,jonathon30@example.org,jonathon30,1973-06-20,Female,New York,2024-01-12,2025-01-11,Monthly,Visa,Manual,Regular,Electronics,Action,Tablet,Medium,3.5,5
Hayley Dean,jeffreynichols@example.com,jeffreynichols,1953-04-19,Female,Phoenix,2024-01-21,2025-01-20,Monthly,Amex,Manual,Regular,Books,Horror,Tablet,High,3.0,8
Tiffany Baker,lmccarty@example.org,lmccarty,1989-02-04,Male,El Paso,2024-01-28,2025-01-27,Monthly,Amex,Manual,Occasional,Electronics,Horror,Smart TV,High,3.6,1
Angelica Randall,gwade@example.org,gwade,1935-04-22,Female,Dallas,2024-01-22,2025-01-21,Monthly,Visa,Manual,Frequent,Electronics,Romance,Smartphone,Medium,3.1,5
Jacob Martinez,ellisstacy@example.com,ellisstacy,1979-01-06,Male,El Paso,2024-01-22,2025-01-21,Monthly,Amex,Auto-renew,Occasional,Books,Romance,Smartphone,Medium,3.9,3
Christopher Moreno,moorepatricia@example.org,moorepatricia,1987-09-20,Female,New York,2024-02-08,2025-02-07,Monthly,Visa,Auto-renew,Regular,Clothing,Sci-Fi,Tablet,High,4.9,7
Melissa Choi DVM,ginascott@example.net,ginascott,1937-05-14,Female,New York,2024-03-31,2025-03-31,Annual,Mastercard,Auto-renew,Frequent,Electronics,Drama,Smartphone,High,3.8,1
Michael Collins,llopez@example.org,llopez,1946-03-24,Female,Washington,2024-02-15,2025-02-14,Annual,Mastercard,Manual,Frequent,Clothing,Sci-Fi,Smart TV,High,4.5,3
Daniel Wood,leonardbrandon@example.net,leonardbrandon,1949-05-24,Male,Washington,2024-03-20,2025-03-20,Annual,Amex,Auto-renew,Frequent,Books,Romance,Smart TV,High,3.9,1
Kristin Molina,knightpaula@example.com,knightpaula,1948-01-16,Female,Jacksonville,2024-01-29,2025-01-28,Annual,Visa,Auto-renew,Occasional,Electronics,Drama,Smartphone,Medium,3.6,9
Stefanie Soto,matthew65@example.com,matthew65,1935-11-29,Male,Houston,2024-02-05,2025-02-04,Monthly,Mastercard,Manual,Frequent,Books,Drama,Tablet,Low,4.5,10
Alexis Banks,tara79@example.org,tara79,1944-01-28,Female,New York,2024-01-28,2025-01-27,Monthly,Mastercard,Manual,Regular,Electronics,Comedy,Smart TV,Medium,3.9,3
Megan Walker,baileymary@example.com,baileymary,1963-10-03,Male,San Diego,2024-01-18,2025-01-17,Monthly,Visa,Auto-renew,Occasional,Books,Comedy,Tablet,Medium,4.2,0
Lisa Anderson,uparrish@example.com,uparrish,1953-04-17,Female,Phoenix,2024-02-17,2025-02-16,Annual,Amex,Auto-renew,Regular,Clothing,Documentary,Tablet,High,3.1,6
Shawna Boyd,nancy69@example.org,nancy69,1951-04-30,Female,Phoenix,2024-01-15,2025-01-14,Monthly,Mastercard,Auto-renew,Regular,Clothing,Horror,Smart TV,Low,4.2,3
Daniel Rogers,jperez@example.org,jperez,1979-05-29,Male,Los Angeles,2024-03-09,2025-03-09,Monthly,Visa,Auto-renew,Occasional,Electronics,Comedy,Smart TV,Medium,4.6,5
James Roberts,samanthaparker@example.org,samanthaparker,1980-02-19,Female,New York,2024-01-25,2025-01-24,Monthly,Amex,Manual,Occasional,Clothing,Action,Tablet,High,4.2,4
Crystal Hines,ianpatel@example.net,ianpatel,1966-09-14,Male,Los Angeles,2024-03-04,2025-03-04,Annual,Visa,Manual,Regular,Books,Drama,Smart TV,High,4.8,5
Helen Colon,michael76@example.org,michael76,2004-05-16,Female,New York,2024-03-24,2025-03-24,Annual,Amex,Manual,Regular,Electronics,Action,Smart TV,Medium,3.3,4
Joshua Page,mshepard@example.com,mshepard,1986-09-09,Female,Los Angeles,2024-03-28,2025-03-28,Monthly,Amex,Manual,Occasional,Clothing,Drama,Smartphone,Low,4.2,5
Kelly Ramos,farrellsherry@example.com,farrellsherry,1937-09-19,Female,San Antonio,2024-01-29,2025-01-28,Monthly,Amex,Manual,Occasional,Clothing,Comedy,Smart TV,High,4.5,1
Cody Baker,jessica17@example.net,jessica17,1999-09-03,Female,Houston,2024-04-04,2025-04-04,Monthly,Visa,Auto-renew,Occasional,Electronics,Action,Tablet,High,4.3,9
Alison George,robert75@example.org,robert75,1960-05-23,Male,Austin,2024-03-23,2025-03-23,Monthly,Amex,Manual,Regular,Clothing,Documentary,Tablet,Low,3.6,8
Jonathon Walker,russellthomas@example.org,russellthomas,1967-08-15,Female,Phoenix,2024-03-16,2025-03-16,Monthly,Amex,Auto-renew,Regular,Books,Comedy,Tablet,High,3.9,7
Debra Daniels,justin02@example.net,justin02,1980-03-14,Female,Los Angeles,2024-02-23,2025-02-22,Monthly,Visa,Auto-renew,Regular,Electronics,Sci-Fi,Smart TV,Medium,4.6,8
Stephen Fuentes,christiandouglas@example.net,christiandouglas,1984-07-30,Female,Washington,2024-01-04,2025-01-03,Annual,Mastercard,Auto-renew,Frequent,Electronics,Sci-Fi,Smart TV,Medium,3.9,7
Alyssa Beltran,susandixon@example.org,susandixon,2004-03-03,Female,San Jose,2024-03-30,2025-03-30,Annual,Mastercard,Auto-renew,Occasional,Books,Comedy,Smart TV,Medium,3.7,9
Debbie Burton,andreachurch@example.net,andreachurch,1998-01-13,Female,Los Angeles,2024-03-06,2025-03-06,Monthly,Mastercard,Auto-renew,Regular,Clothing,Horror,Smart TV,Medium,4.0,2
Philip Walton,justin59@example.org,justin59,1964-01-02,Male,Phoenix,2024-01-18,2025-01-17,Annual,Visa,Auto-renew,Frequent,Books,Documentary,Smart TV,High,4.8,5
Vanessa Ryan,amy03@example.net,amy03,1988-05-11,Male,Chicago,2024-03-16,2025-03-16,Monthly,Amex,Manual,Frequent,Books,Action,Smartphone,Medium,3.3,8
Richard Taylor,melaniecombs@example.org,melaniecombs,1966-12-05,Female,San Francisco,2024-03-31,2025-03-31,Annual,Visa,Manual,Frequent,Clothing,Action,Tablet,Low,3.8,7
Monica Hill,bridgessteven@example.org,bridgessteven,1952-01-01,Male,Nashville,2024-02-02,2025-02-01,Monthly,Mastercard,Auto-renew,Regular,Books,Sci-Fi,Smartphone,Low,4.4,1
Linda Kelly,ellispatricia@example.net,ellispatricia,1938-03-03,Female,Philadelphia,2024-04-04,2025-04-04,Monthly,Visa,Auto-renew,Occasional,Electronics,Documentary,Tablet,Medium,4.8,7
Mark Morrow,ramirezcaroline@example.com,ramirezcaroline,1970-08-13,Male,Houston,2024-01-05,2025-01-04,Annual,Amex,Auto-renew,Frequent,Clothing,Romance,Smart TV,High,4.6,10
Sara Ramos,kimberly11@example.com,kimberly11,2005-11-29,Male,Houston,2024-02-28,2025-02-27,Monthly,Amex,Manual,Frequent,Clothing,Documentary,Smartphone,Low,4.0,8
Thomas Williams,taylorlinda@example.net,taylorlinda,1953-12-04,Male,Houston,2024-02-01,2025-01-31,Annual,Amex,Auto-renew,Occasional,Clothing,Horror,Smart TV,Medium,3.3,8
Michael Lutz,jillgill@example.net,jillgill,1987-10-29,Male,Los Angeles,2024-03-17,2025-03-17,Monthly,Visa,Manual,Occasional,Electronics,Action,Smartphone,Medium,3.9,5
Deanna Bright,martinezjose@example.com,martinezjose,1990-01-29,Male,Austin,2024-03-26,2025-03-26,Monthly,Amex,Manual,Regular,Electronics,Drama,Tablet,Low,4.6,6
William Evans,patriciafritz@example.net,patriciafritz,1941-12-06,Female,Houston,2024-03-22,2025-03-22,Monthly,Visa,Auto-renew,Regular,Books,Romance,Tablet,Low,4.6,2
Nathan Walker,hannahpeterson@example.org,hannahpeterson,1970-04-06,Male,New York,2024-03-06,2025-03-06,Monthly,Amex,Auto-renew,Occasional,Books,Romance,Tablet,High,3.6,9
Maria Andrews,reidrachel@example.org,reidrachel,1947-06-30,Female,Columbus,2024-04-07,2025-04-07,Annual,Mastercard,Manual,Frequent,Books,Horror,Tablet,Medium,4.9,1
Sheila Paul,scott86@example.net,scott86,1942-03-13,Male,New York,2024-04-04,2025-04-04,Monthly,Visa,Auto-renew,Frequent,Clothing,Action,Smart TV,Medium,3.0,1
Ronald Bishop,leealicia@example.org,leealicia,1944-08-09,Male,Chicago,2024-01-26,2025-01-25,Monthly,Mastercard,Auto-renew,Occasional,Clothing,Horror,Smartphone,High,4.0,0
April Smith,heathcandice@example.net,heathcandice,1942-10-17,Male,Phoenix,2024-02-02,2025-02-01,Monthly,Amex,Auto-renew,Regular,Clothing,Drama,Smartphone,High,4.1,4
Lisa Nielsen,michaeljennings@example.org,michaeljennings,1991-08-13,Male,Dallas,2024-01-04,2025-01-03,Annual,Amex,Manual,Frequent,Electronics,Horror,Smart TV,Low,4.6,3
Tiffany Davis,kennethgarcia@example.com,kennethgarcia,1989-07-12,Female,Los Angeles,2024-04-09,2025-04-09,Monthly,Amex,Auto-renew,Regular,Books,Documentary,Tablet,Medium,5.0,1
Lori Flores,hintonkatherine@example.org,hintonkatherine,1938-12-15,Male,Chicago,2024-01-29,2025-01-28,Annual,Amex,Auto-renew,Occasional,Electronics,Action,Smartphone,Medium,5.0,1
Jesus Johnson,davisbrian@example.org,davisbrian,1983-02-20,Female,Philadelphia,2024-02-17,2025-02-16,Monthly,Mastercard,Auto-renew,Regular,Books,Comedy,Tablet,Low,4.7,1
Thomas Gallegos,robertstaylor@example.org,robertstaylor,1959-10-26,Female,Jacksonville,2024-04-09,2025-04-09,Annual,Amex,Manual,Frequent,Books,Comedy,Smartphone,Low,4.3,1
Martha Ferguson,urush@example.com,urush,1949-02-03,Female,Chicago,2024-02-11,2025-02-10,Monthly,Visa,Manual,Regular,Books,Documentary,Tablet,Medium,4.7,5
Mrs. Evelyn Schmitt,lkelly@example.com,lkelly,1936-05-24,Male,Chicago,2024-03-16,2025-03-16,Annual,Amex,Auto-renew,Regular,Books,Documentary,Tablet,Medium,3.9,8
Amber Winters,kari41@example.com,kari41,1967-07-04,Female,San Diego,2024-04-01,2025-04-01,Monthly,Amex,Auto-renew,Frequent,Clothing,Drama,Smart TV,Low,3.2,8
Leah Jones,jacquelineruiz@example.net,jacquelineruiz,1960-06-18,Male,Seattle,2024-03-09,2025-03-09,Annual,Mastercard,Auto-renew,Occasional,Electronics,Horror,Smart TV,High,4.2,9
Elizabeth Hawkins,obernard@example.org,obernard,1935-04-01,Male,New York,2024-01-03,2025-01-02,Annual,Amex,Manual,Occasional,Electronics,Horror,Smartphone,Medium,4.5,7
Alicia Farrell,smithjames@example.org,smithjames,1958-06-13,Male,Los Angeles,2024-02-16,2025-02-15,Monthly,Visa,Auto-renew,Occasional,Books,Comedy,Tablet,High,4.3,6
Brenda Waller,timothy72@example.org,timothy72,1970-02-03,Female,Jacksonville,2024-01-15,2025-01-14,Annual,Visa,Auto-renew,Regular,Clothing,Action,Smart TV,Low,4.2,7
Philip Smith,jonathan37@example.org,jonathan37,1940-02-01,Male,Houston,2024-04-02,2025-04-02,Monthly,Amex,Auto-renew,Frequent,Books,Drama,Tablet,Medium,4.2,2
Jared Thomas,qramsey@example.net,qramsey,1993-08-16,Male,Denver,2024-03-08,2025-03-08,Annual,Amex,Manual,Occasional,Electronics,Documentary,Tablet,Medium,3.8,7
Anthony Davis,johnsonsarah@example.com,johnsonsarah,2004-11-27,Male,Los Angeles,2024-01-25,2025-01-24,Monthly,Visa,Manual,Frequent,Electronics,Comedy,Smart TV,Medium,4.5,5
Dr. Megan Mcgee,teresasutton@example.net,teresasutton,1989-04-05,Female,Los Angeles,2024-03-05,2025-03-05,Monthly,Visa,Auto-renew,Frequent,Clothing,Romance,Smart TV,Low,4.1,5
Renee Valdez,kathleen08@example.org,kathleen08,2000-04-01,Male,Washington,2024-02-13,2025-02-12,Annual,Amex,Auto-renew,Regular,Electronics,Horror,Smartphone,Low,3.4,0
Lindsay Dyer,timothy71@example.net,timothy71,1997-11-18,Male,Phoenix,2024-03-22,2025-03-22,Annual,Visa,Auto-renew,Regular,Electronics,Comedy,Smartphone,High,3.0,4
Carolyn Williams,angelaray@example.org,angelaray,1935-10-14,Female,Dallas,2024-01-25,2025-01-24,Annual,Visa,Manual,Occasional,Books,Romance,Smartphone,High,4.7,9
Susan Gregory,adamwillis@example.net,adamwillis,1936-06-17,Female,Detroit,2024-01-27,2025-01-26,Annual,Visa,Auto-renew,Occasional,Clothing,Horror,Smart TV,Low,3.7,0
Susan Schwartz,kelsey79@example.net,kelsey79,1956-12-12,Female,Los Angeles,2024-03-29,2025-03-29,Monthly,Mastercard,Manual,Occasional,Electronics,Horror,Tablet,High,4.0,9
Jesse Rivera,erinlopez@example.net,erinlopez,1995-08-04,Female,Phoenix,2024-02-08,2025-02-07,Annual,Visa,Auto-renew,Regular,Clothing,Sci-Fi,Tablet,Low,4.1,0
Alison Dorsey,timothypearson@example.net,timothypearson,1969-07-16,Female,Los Angeles,2024-01-13,2025-01-12,Annual,Amex,Auto-renew,Regular,Books,Action,Tablet,Low,3.9,10
Brandi Howard,pwilkinson@example.org,pwilkinson,1945-02-15,Female,Nashville,2024-01-27,2025-01-26,Monthly,Amex,Auto-renew,Occasional,Clothing,Horror,Smartphone,Medium,4.9,9
Michael Benson,cwhitaker@example.net,cwhitaker,1985-05-15,Male,Indianapolis,2024-03-12,2025-03-12,Annual,Amex,Manual,Regular,Clothing,Comedy,Tablet,High,4.7,6
Linda Hicks,raymond68@example.org,raymond68,1982-04-13,Male,Los Angeles,2024-01-19,2025-01-18,Annual,Visa,Auto-renew,Regular,Books,Romance,Smart TV,High,4.4,1
David Estrada,charles75@example.org,charles75,1958-01-21,Female,Jacksonville,2024-01-19,2025-01-18,Annual,Amex,Auto-renew,Occasional,Clothing,Romance,Smartphone,Medium,3.0,2
Elizabeth Alexander,uspencer@example.com,uspencer,1986-02-15,Female,Los Angeles,2024-04-09,2025-04-09,Annual,Visa,Auto-renew,Frequent,Books,Drama,Smartphone,High,3.0,2
Deborah Brown,cooleylisa@example.net,cooleylisa,1990-05-10,Female,Los Angeles,2024-01-01,2024-12-31,Monthly,Amex,Manual,Frequent,Clothing,Drama,Smartphone,High,3.5,8
Dawn Harrell,christopher18@example.com,christopher18,1941-06-27,Female,New York,2024-04-10,2025-04-10,Annual,Amex,Manual,Frequent,Books,Action,Smart TV,Low,4.9,8
Austin Swanson,cheryljohnson@example.org,cheryljohnson,2004-05-15,Male,Chicago,2024-02-27,2025-02-26,Annual,Visa,Manual,Regular,Electronics,Comedy,Tablet,Low,4.2,2
Cynthia Coleman,amy18@example.net,amy18,1942-11-15,Male,Los Angeles,2024-02-07,2025-02-06,Annual,Mastercard,Manual,Frequent,Electronics,Comedy,Tablet,Medium,3.6,9
William Buchanan,meganreynolds@example.net,meganreynolds,2003-09-22,Male,Charlotte,2024-03-14,2025-03-14,Monthly,Visa,Auto-renew,Regular,Books,Documentary,Smart TV,Low,4.2,9
Ryan Lucas,rose45@example.net,rose45,1968-09-25,Male,San Francisco,2024-02-20,2025-02-19,Annual,Amex,Auto-renew,Frequent,Electronics,Sci-Fi,Tablet,Low,3.6,5
Terri Hill,barnettmichael@example.net,barnettmichael,1966-11-19,Male,Columbus,2024-02-23,2025-02-22,Monthly,Amex,Auto-renew,Frequent,Books,Sci-Fi,Smart TV,Low,3.2,1
Scott Hill,rpeters@example.org,rpeters,1996-05-18,Female,San Diego,2024-01-22,2025-01-21,Monthly,Mastercard,Manual,Frequent,Books,Drama,Smart TV,Low,3.1,7
